rivid,classification,strmOrder
110440568,wet,4
110436621,extremely wet,3
110384148,normal range,3
110382840,normal range,3
110426125,wet,4
110381525,extremely wet,3
110368399,normal range,3
110393327,wet,3
110323798,normal range,3
110356595,wet,4
110361846,normal range,4
110432698,normal range,4
110441872,wet,4
110374961,extremely wet,3
110440570,wet,3
110374963,wet,3
110386778,normal range,3
110394641,wet,4
110348727,normal range,3
110381524,normal range,2
110418260,normal range,4
110449749,normal range,3
110423519,normal range,3
110411700,normal range,3
110372343,wet,3
110394649,normal range,2
110418261,normal range,4
110443190,normal range,3
110393335,extremely wet,4
110445820,normal range,4
110398589,normal range,3
110371036,wet,3
110405146,normal range,4
110411704,normal range,3
110385472,wet,3
110435318,wet,3
110406457,normal range,3
110423514,wet,4
110427450,wet,3
110418263,wet,4
110414328,normal range,4
110444506,wet,3
110368412,normal range,3
110451067,normal range,4
110334300,normal range,2
110420894,wet,4
110434021,wet,3
110405150,wet,3
110448453,normal range,3
110378909,extremely wet,3
110351361,normal range,3
110435323,normal range,4
110453691,normal range,4
110372354,normal range,3
110413024,normal range,3
110373662,wet,3
110432707,wet,3
110393346,extremely wet,4
110420901,normal range,3
110455011,extremely wet,3
110468131,normal range,4
110397277,extremely wet,3
110360550,normal range,4
110411711,normal range,3
110464186,wet,4
110399902,wet,3
110386786,wet,3
110430084,normal range,3
110434015,normal range,3
110384160,wet,3
110418280,wet,3
110420897,wet,3
110423523,normal range,3
110431393,normal range,2
110411714,normal range,4
110452382,normal range,4
110359241,normal range,3
110418274,normal range,4
110440580,wet,4
110439267,normal range,4
110352678,normal range,3
110508804,normal range,3
110428770,wet,3
110443205,wet,3
110415656,normal range,3
110260841,wet,3
110373671,normal range,4
110414341,normal range,3
110369734,normal range,3
110388104,wet,3
110302825,wet,3
110373670,normal range,3
110364486,normal range,3
110386791,wet,3
110398600,normal range,3
110407784,wet,3
110315945,wet,3
110436648,wet,4
110314634,wet,3
110331692,extremely wet,3
110263472,normal range,3
110281835,normal range,3
110252976,normal range,4
110339561,wet,3
110297578,normal range,4
110304138,extremely wet,3
110275283,wet,3
110302826,wet,3
110273963,wet,4
110293645,wet,4
110280527,normal range,2
110201808,normal range,3
110318570,wet,2
110272655,normal range,3
110176885,normal range,3
110268721,wet,3
110288399,wet,3
110297581,extremely wet,3
110291023,normal range,3
110242482,wet,3
110243796,normal range,3
110294959,normal range,3
110234610,normal range,3
110207062,normal range,3
110275281,normal range,3
110263475,normal range,3
110197883,wet,3
110200505,normal range,3
110317261,normal range,3
110249052,normal range,2
110235924,normal range,3
110242486,normal range,3
110201816,normal range,3
110284465,normal range,3
110251673,normal range,4
110172955,normal range,2
110226744,normal range,3
110193947,normal range,3
110237238,wet,4
110204444,normal range,3
110229368,normal range,3
110213624,normal range,3
110193949,normal range,3
110188704,wet,2
110201819,wet,4
110233312,normal range,3
110238560,wet,3
110213627,normal range,3
110195261,wet,4
110182146,normal range,3
110213632,normal range,4
110201826,normal range,3
110193950,normal range,3
110254314,wet,2
110166407,wet,3
110214946,normal range,3
110262187,wet,3
110188708,normal range,3
110245132,wet,3
110234633,normal range,4
110204452,normal range,3
110234629,wet,3
110228076,normal range,3
110233324,normal range,3
110268747,normal range,4
110211014,wet,4
110241195,normal range,4
110193961,extremely wet,3
110251695,normal range,3
110274001,normal range,3
110225443,wet,4
110214950,wet,3
110226760,normal range,3
110276628,wet,3
110260878,normal range,3
110246445,normal range,4
110267438,normal range,3
110268746,normal range,3
110279250,wet,3
110242506,extremely wet,4
110242508,normal range,3
110264819,normal range,3
110225454,normal range,3
110250386,wet,3
110264816,wet,4
110245140,normal range,3
110249076,normal range,3
110281875,wet,4
110296305,normal range,3
110199218,normal range,3
110238576,normal range,3
110315991,normal range,3
110283187,normal range,4
110268756,extremely wet,3
110300248,normal range,3
110288436,extremely wet,4
110234642,normal range,3
110247765,wet,3
110294996,normal range,3
110277946,normal range,4
110268755,normal range,3
110281880,normal range,3
110249081,normal range,3
110274007,normal range,4
110296312,normal range,3
110251706,normal range,3
110279249,normal range,3
110218905,normal range,3
110253016,normal range,3
110266140,normal range,3
110289751,wet,4
110321238,wet,3
110279260,wet,3
110268764,normal range,3
110270078,normal range,3
110288446,wet,3
110277947,normal range,3
110275325,wet,3
110271391,normal range,3
110280575,normal range,4
110289757,wet,3
110260890,normal range,4
110267453,normal range,3
110277955,extremely wet,3
110254329,wet,4
110256964,wet,2
110288449,wet,3
110305507,wet,3
110275326,wet,3
110226788,normal range,3
110263519,wet,3
110283205,wet,3
110239908,normal range,2
110246466,normal range,3
110302881,wet,3
110263530,wet,3
110295015,normal range,3
110284510,normal range,3
110318625,wet,4
110259591,normal range,3
110254344,extremely wet,3
110281887,extremely wet,3
110264836,normal range,3
110267461,normal range,3
110310759,normal range,3
110243844,normal range,3
110277952,normal range,4
110275334,wet,3
110302887,extremely wet,3
110289766,normal range,4
110230735,extremely wet,3
110256969,extremely wet,3
110279274,normal range,3
110238602,wet,3
110280589,normal range,3
110272715,normal range,3
110250409,normal range,3
110272714,wet,3
110283211,wet,4
110220239,wet,3
110254348,normal range,3
110301581,wet,3
110277965,normal range,3
110288470,normal range,4
110274037,normal range,3
110253038,normal range,3
110245167,normal range,3
110266158,wet,4
110291089,normal range,4
110326514,wet,4
110314706,normal range,4
110259603,normal range,4
110262227,normal range,3
110256985,wet,4
110291099,normal range,3
110296339,wet,3
110321275,normal range,4
110280600,normal range,3
110285845,normal range,3
110284532,normal range,4
110313397,wet,3
110293718,normal range,3
110266166,normal range,3
110254359,normal range,4
110296345,wet,4
110285846,wet,4
110313409,normal range,3
110300287,normal range,4
110253050,wet,2
110310778,wet,2
110262233,normal range,3
110268794,normal range,2
110254363,normal range,3
110280601,normal range,2
110251744,normal range,3
110287162,wet,3
110298973,extremely wet,3
110271417,normal range,3
110292414,normal range,3
110279291,wet,3
110309469,normal range,3
110308164,normal range,4
110313404,normal range,4
110277989,normal range,3
110275357,normal range,3
110272735,normal range,3
110259617,normal range,3
110317345,normal range,3
110304221,wet,3
110293731,normal range,3
110263550,wet,4
110289795,normal range,3
110263554,normal range,3
110237315,normal range,3
110253065,wet,2
110314724,wet,3
110306853,normal range,3
110243879,wet,3
110258310,normal range,3
110259622,wet,3
110272742,wet,3
110270117,normal range,3
110279304,wet,4
110296359,normal range,4
110304234,normal range,3
110275373,wet,3
110292428,normal range,4
110209769,normal range,2
110295050,wet,3
110263563,normal range,3
110306862,normal range,3
110309480,normal range,3
110276680,normal range,3
110276685,normal range,3
110249131,normal range,3
110298986,normal range,3
110287180,normal range,3
110267502,normal range,3
110228147,normal range,3
110283247,wet,3
110304244,normal range,4
110313418,normal range,3
110289804,normal range,3
110283246,wet,3
110291119,extremely wet,3
110295053,normal range,3
110243891,wet,3
110295058,normal range,3
110296367,normal range,3
110297677,normal range,3
110293739,wet,3
110304238,wet,3
110319983,normal range,3
110302926,normal range,3
110308173,normal range,3
110306866,wet,4
110258320,normal range,3
110226837,wet,3
110276689,wet,3
110288498,normal range,3
110275384,wet,4
110220278,normal range,3
110238649,normal range,4
110314740,normal range,3
110241267,normal range,3
110245208,normal range,3
110274067,normal range,4
110296369,normal range,3
110276694,normal range,3
110253079,normal range,3
110274079,wet,3
110241272,normal range,2
110245207,normal range,3
110289818,normal range,3
110255710,wet,3
110242592,normal range,4
110230777,normal range,3
110280636,normal range,3
110268829,wet,3
110287199,normal range,3
110259641,normal range,2
110233403,normal range,3
110258332,wet,3
110262268,normal range,3
110293754,normal range,3
110263587,normal range,4
110266208,normal range,3
110253086,normal range,3
110314757,normal range,4
110313446,normal range,4
110224222,normal range,2
110267523,normal range,3
110272769,normal range,3
110287205,wet,3
110331813,normal range,3
110278021,wet,3
110213730,normal range,2
110236032,wet,3
110280643,wet,3
110300319,normal range,3
110276706,wet,3
110275402,normal range,4
110234724,normal range,3
110272777,normal range,3
110258346,normal range,3
110238666,normal range,3
110238660,normal range,3
110257031,normal range,3
110215047,normal range,3
110280651,wet,4
110299010,normal range,3
110279340,normal range,3
110236040,normal range,3
110283268,normal range,4
110306891,normal range,3
110260972,normal range,3
110274086,normal range,3
110271471,normal range,3
110245226,normal range,3
110327883,extremely wet,3
110242602,normal range,2
110266223,normal range,3
110262279,extremely wet,3
110295078,wet,3
110243920,wet,3
110271470,normal range,3
110221616,wet,3
110247854,normal range,3
110243919,wet,4
110259665,wet,3
110249169,normal range,3
110281963,normal range,3
110310831,wet,3
110281967,normal range,3
110317387,wet,3
110258356,normal range,3
110228183,normal range,3
110243926,wet,2
110284591,normal range,4
110212439,wet,3
110218996,normal range,3
110267544,wet,3
110241299,normal range,3
110255729,normal range,3
110262293,wet,4
110316079,normal range,3
110276726,normal range,4
110255739,wet,3
110260984,normal range,3
110272788,normal range,3
110312152,normal range,3
110246553,normal range,4
110268856,normal range,3
110233433,normal range,3
110221623,normal range,3
110284597,normal range,4
110241306,normal range,3
110226871,normal range,3
110275423,normal range,4
110233434,normal range,3
110220314,normal range,3
110312161,normal range,3
110245242,normal range,4
110268864,normal range,3
110262301,normal range,3
110219002,normal range,3
110246561,normal range,3
110308225,normal range,4
110274107,wet,3
110291165,normal range,3
110242619,wet,3
110268867,normal range,3
110287233,normal range,4
110271491,wet,2
110308227,wet,3
110264934,normal range,3
110279359,normal range,3
110251811,wet,3
110296414,normal range,3
110293788,normal range,3
110283293,normal range,3
110271494,normal range,3
110251812,normal range,4
110232134,normal range,3
110266241,wet,4
110292490,normal range,3
110246563,wet,3
110266243,wet,4
110317417,normal range,3
110275427,normal range,3
110257060,wet,3
110219013,normal range,4
110228198,normal range,3
110225573,normal range,3
110268877,normal range,3
110228200,normal range,3
110316108,wet,3
110246567,wet,3
110258380,normal range,3
110258379,normal range,3
110272812,normal range,3
110299052,wet,4
110320040,normal range,3
110253126,wet,3
110236069,normal range,3
110288553,normal range,3
110253133,normal range,3
110215077,wet,3
110234767,normal range,2
110237388,wet,3
110264937,wet,2
110274122,normal range,3
110268871,wet,3
110302988,normal range,3
110271505,normal range,3
110302990,normal range,3
110327916,normal range,3
110274125,normal range,3
110297737,wet,3
110301674,normal range,4
110312169,normal range,4
110292492,wet,3
110243952,wet,4
110262319,normal range,3
110264946,normal range,3
110242640,normal range,3
110275440,normal range,4
110313494,normal range,3
110297750,normal range,3
110295120,wet,4
110264952,wet,3
110271511,normal range,4
110251824,normal range,4
110247893,normal range,4
110254452,normal range,3
110237392,wet,3
110287255,normal range,3
110278071,normal range,4
110278072,normal range,3
110243959,normal range,2
110266259,normal range,4
110318744,normal range,3
110272818,normal range,4
110247896,extremely wet,3
110264949,normal range,3
110225594,wet,3
110268891,normal range,3
110209850,wet,3
110208541,wet,3
110253148,wet,3
110264953,normal range,3
110241340,normal range,4
110221661,wet,4
110225597,normal range,3
110212480,normal range,3
110249211,normal range,2
110195426,wet,4
110174432,wet,3
110233473,wet,3
110288572,wet,4
110236097,normal range,3
110213790,normal range,3
110226915,normal range,3
110215110,wet,3
110203298,normal range,3
110230851,normal range,3
110224290,normal range,3
110200676,wet,3
110198054,normal range,3
110208552,wet,3
110211171,normal range,3
110222985,normal range,3
110220359,normal range,3
110215113,normal range,4
110217737,normal range,3
110245289,wet,3
110237417,wet,3
110203307,normal range,3
110174439,normal range,3
110213807,wet,3
110207242,normal range,3
110179690,normal range,3
110212491,normal range,3
110191496,wet,3
110220364,normal range,3
110207236,wet,3
110217739,normal range,4
110191500,wet,3
110221677,normal range,3
110192816,wet,3
110220367,normal range,4
110205933,wet,3
110191501,normal range,3
110196752,normal range,3
110188880,wet,3
110175765,normal range,3
110195442,normal range,4
110178389,normal range,3
110173141,normal range,3
110224305,normal range,3
110173136,normal range,3
110140346,normal range,3
110192823,normal range,3
110166584,normal range,3
110175767,normal range,3
110160021,wet,2
110186263,normal range,3
110169206,normal range,3
110198075,normal range,3
110127226,normal range,3
110179709,wet,3
110153463,normal range,3
110177086,normal range,3
110175772,wet,3
110120666,wet,3
110166590,normal range,3
110144288,wet,3
110171836,normal range,3
110160032,normal range,3
110140351,wet,3
110157408,normal range,3
110174461,normal range,3
110148224,wet,3
110129861,extremely wet,3
110119364,wet,3
110161344,normal range,4
110097063,normal range,4
110121990,normal range,2
110136422,wet,3
110097067,normal range,3
110081321,normal range,4
110086573,normal range,3
110095756,normal range,3
110103630,normal range,3
110074765,normal range,3
110089198,normal range,3
110081328,normal range,3
110077394,normal range,3
110094447,wet,4
110086584,wet,3
110083959,wet,3
110076089,wet,4
110332905,normal range,3
110289621,normal range,4
110307991,normal range,3
110315865,normal range,4
110273881,normal range,3
110330299,wet,3
110310621,normal range,3
110368352,normal range,4
110313250,wet,4
110373600,normal range,3
110317189,normal range,4
110321122,normal range,4
110280449,wet,3
110424776,normal range,4
110523177,normal range,4
110340806,normal range,3
110435272,normal range,3
110510057,normal range,3
110388040,normal range,3
110406408,normal range,3
110439210,normal range,3
110531050,normal range,4
110548105,normal range,4
110546796,wet,4
110515308,wet,3
110440527,normal range,3
110453642,normal range,4
110407725,normal range,3
110503500,normal range,3
110448394,normal range,4
110422155,normal range,3
110536300,wet,3
110464145,normal range,4
110398542,normal range,3
110489066,normal range,3
110483820,normal range,3
110457581,wet,4
110449712,normal range,3
110407718,normal range,3
110458895,normal range,3
110458898,normal range,4
110386734,normal range,3
110378862,normal range,3
110424785,normal range,3
110496938,normal range,3
110448403,normal range,4
110431342,normal range,4
110389357,wet,3
110532364,normal range,4
110469389,wet,4
110432659,wet,3
110491698,normal range,3
110433968,normal range,3
110454962,wet,3
110523191,normal range,3
110485145,wet,3
110481204,normal range,4
110412977,normal range,3
110436595,wet,2
110445785,wet,4
110490394,normal range,3
110422168,normal range,4
110481205,normal range,3
110444469,normal range,3
110449727,wet,4
110415612,extremely wet,3
110477277,wet,4
110431353,normal range,3
110453653,wet,3
110440535,wet,3
110470710,normal range,4
110449719,normal range,3
110409056,normal range,3
110496953,normal range,3
110475961,normal range,3
110458903,wet,3
110469407,normal range,3
110482525,normal range,3
110483843,normal range,3
110402493,normal range,3
110436604,normal range,3
110503513,wet,3
110427420,normal range,2
110477281,normal range,4
110406437,wet,4
110496956,normal range,3
110412989,normal range,3
110478591,wet,4
110464163,normal range,3
110465475,normal range,3
110445801,normal range,3
110515324,normal range,4
110506138,normal range,2
110437925,wet,3
110456287,wet,3
110439238,normal range,3
110380197,normal range,3
110457610,normal range,3
110464157,normal range,3
110470724,wet,4
110381505,normal range,3
110472027,wet,4
110448414,normal range,3
110448417,normal range,3
110486470,wet,3
110414302,normal range,3
110372320,normal range,3
110427422,normal range,3
110448413,wet,4
110430049,wet,3
110449734,wet,4
110405120,wet,4
110376256,normal range,3
110460232,wet,4
110451042,wet,4
110460233,wet,4
110462847,wet,3
110493032,normal range,4
110423498,wet,4
110405127,normal range,3
110453662,normal range,4
110428743,extremely wet,3
110475977,wet,4
110397260,wet,4
110445802,wet,3
110472036,normal range,2
110453680,wet,3
110415621,normal range,3
110378895,wet,3
110381511,normal range,3
110377575,normal range,3
110380205,wet,3
110357903,extremely wet,3
110399889,wet,4
110414320,extremely wet,4
110498280,normal range,3
110355279,wet,4
110466788,normal range,4
110410381,normal range,2
110437929,wet,3
110419570,normal range,4
110424814,normal range,3
110456301,normal range,3
110364467,normal range,3
110440553,normal range,2
110378891,normal range,3
110392019,normal range,4
110389399,normal range,4
110382827,normal range,3
110437937,normal range,4
110466809,normal range,4
110437933,extremely wet,3
110385460,normal range,3
110410393,normal range,3
110427437,normal range,4
110361844,extremely wet,3
110369711,normal range,3
110426126,wet,3
110344791,normal range,3
110394645,normal range,4
110434010,normal range,4
110443184,wet,4
110376273,extremely wet,3
110441882,wet,3
110413019,normal range,3
110395953,wet,4
110378902,normal range,3
110431380,normal range,4
110414323,normal range,3
110424831,normal range,3
110413012,normal range,3
110385462,wet,3
110395961,normal range,2
110419572,normal range,4
110430071,normal range,3
110394647,extremely wet,4
110452381,normal range,4
110399901,normal range,3
110372348,wet,3
110406458,normal range,4
110405143,normal range,3
110386784,wet,3
110436630,wet,3
110456314,wet,4
110428762,wet,3
110419575,wet,4
110415640,normal range,4
110445818,wet,3
110392028,normal range,3
110405147,normal range,2
110422206,normal range,4
110435333,wet,3
110407773,wet,3
110380221,normal range,3
110374979,normal range,3
110436635,normal range,4
110465497,normal range,4
110419588,normal range,3
110373666,normal range,3
110453695,normal range,4
110372349,wet,3
110487812,wet,3
110394658,extremely wet,4
110422213,normal range,3
110515364,extremely wet,3
110448450,normal range,4
110399900,normal range,3
110389415,normal range,4
110402525,normal range,3
110406461,wet,3
110407778,wet,3
110434019,normal range,3
110410398,normal range,3
110414334,wet,3
110419592,wet,3
110435327,normal range,3
110424835,normal range,3
110413026,wet,4
110453694,normal range,4
110360553,normal range,3
110439265,normal range,4
110403843,normal range,4
110440579,normal range,4
110405157,normal range,3
110510116,normal range,3
110430082,wet,3
110444517,wet,4
110392038,normal range,3
110416968,normal range,3
110262153,wet,3
110374983,normal range,4
110447140,normal range,3
110371046,normal range,3
110389416,wet,4
110347433,wet,4
110444516,normal range,3
110482564,normal range,3
110365798,normal range,3
110388103,wet,3
110399912,normal range,3
110322505,extremely wet,3
110420904,wet,3
110402535,wet,4
110315946,wet,3
110318569,normal range,3
110264784,normal range,3
110283147,normal range,3
110254288,normal range,4
110340873,wet,3
110298890,normal range,4
110276595,wet,3
110327754,wet,3
110275275,wet,4
110342188,wet,4
110281839,normal range,2
110250351,normal range,4
110365801,wet,2
110273967,normal range,3
110178197,normal range,3
110270033,wet,4
110270030,wet,3
110343500,extremely wet,3
110271342,wet,3
110243794,wet,4
110245108,normal range,3
110275278,normal range,3
110272657,normal range,3
110208374,normal range,3
110273968,normal range,3
110263474,normal range,3
110199195,wet,3
110199194,wet,4
110294963,normal range,4
110243798,normal range,3
110285777,normal range,3
110216250,normal range,4
110228056,normal range,3
110195259,normal range,3
110238550,wet,4
110187387,normal range,3
110235927,normal range,3
110214936,wet,3
110192638,normal range,3
110196574,wet,3
110220186,wet,4
110220191,normal range,3
110252985,extremely wet,3
110239872,wet,3
110214939,normal range,3
110196573,wet,4
110183458,normal range,3
110214944,normal range,4
110203138,normal range,3
110195262,normal range,4
110255626,wet,3
110200520,wet,3
110216258,normal range,3
110255628,wet,3
110190020,normal range,3
110268749,wet,3
110205764,normal range,3
110235941,wet,3
110229388,normal range,3
110234636,normal range,3
110270059,normal range,4
110212326,wet,4
110242507,normal range,4
110195273,extremely wet,3
110253007,normal range,3
110233314,normal range,4
110228072,normal range,3
110272686,normal range,4
110247757,normal range,4
110268750,normal range,3
110230697,normal range,3
110280562,wet,3
110243818,extremely wet,4
110256939,normal range,3
110258260,normal range,3
110226766,normal range,3
110276627,wet,3
110266128,wet,4
110246452,normal range,3
110250388,normal range,3
110297617,normal range,3
110226771,normal range,3
110239888,normal range,3
110317303,normal range,3
110284499,normal range,4
110270068,extremely wet,3
110258265,normal range,3
110289748,extremely wet,4
110235954,normal range,3
110306806,wet,3
110296308,normal range,3
110279258,normal range,4
110270067,normal range,3
110237273,normal range,3
110256954,normal range,3
110312056,normal range,4
110297624,normal range,3
110253018,normal range,3
110275312,normal range,3
110220217,normal range,3
110271384,wet,3
110291063,wet,4
110280572,wet,3
110270076,normal range,3
110271390,normal range,3
110285823,wet,3
110279259,normal range,3
110276637,wet,3
110270080,normal range,3
110276640,normal range,4
110296318,wet,3
110268765,normal range,3
110279267,extremely wet,3
110255641,wet,4
110258276,wet,3
110306819,wet,3
110276638,wet,3
110260901,normal range,3
110264831,normal range,3
110284517,wet,4
110268773,normal range,2
110247778,normal range,3
110270082,wet,3
110296327,normal range,3
110317319,normal range,4
110253032,normal range,3
110255656,wet,3
110283199,wet,3
110253028,normal range,3
110312071,normal range,3
110268771,normal range,3
110279264,normal range,4
110256965,wet,3
110304199,normal range,3
110274021,normal range,4
110232047,normal range,3
110263529,extremely wet,3
110279273,normal range,3
110245161,wet,3
110263532,wet,4
110251721,normal range,3
110270089,wet,3
110238606,wet,3
110255660,normal range,3
110281900,normal range,3
110289782,normal range,4
110275349,normal range,4
110254350,normal range,3
110246479,normal range,3
110237299,normal range,4
110292401,normal range,4
110327826,wet,4
110260915,wet,4
110263539,normal range,3
110295034,wet,4
110297651,wet,3
110322587,normal range,4
110287157,normal range,3
110313394,normal range,4
110312085,normal range,3
110267478,normal range,3
110281910,normal range,4
110301592,wet,4
110304213,wet,4
110275362,normal range,3
110301599,normal range,4
110254362,wet,2
110312090,normal range,3
110270104,normal range,3
110270106,normal range,3
110271418,normal range,3
110253056,normal range,3
110288474,wet,3
110316028,extremely wet,3
110272729,wet,3
110312093,normal range,3
110280603,wet,3
110310781,normal range,3
110285861,normal range,4
110314716,normal range,4
110279301,normal range,3
110287164,normal range,3
110281919,normal range,3
110318657,normal range,3
110302908,normal range,3
110293724,normal range,3
110295043,normal range,3
110264862,wet,4
110271426,normal range,3
110300289,normal range,3
110250435,normal range,3
110298979,wet,3
110308165,normal range,3
110241256,wet,3
110276678,normal range,3
110274054,normal range,3
110306852,normal range,3
110266182,normal range,4
110305546,normal range,3
110298988,wet,3
110293740,normal range,4
110262248,normal range,2
110254377,wet,3
110264875,normal range,3
110308174,normal range,3
110310792,normal range,3
110277997,normal range,3
110250443,normal range,3
110300298,normal range,3
110268811,normal range,3
110229459,normal range,3
110284559,wet,3
110275381,normal range,4
110272745,normal range,3
110284557,wet,3
110284558,wet,3
110296365,normal range,3
110245203,wet,4
110296370,normal range,3
110287182,normal range,3
110298989,normal range,3
110325226,wet,3
110305550,wet,3
110298990,normal range,3
110309485,normal range,4
110298993,wet,4
110266197,wet,3
110279313,wet,4
110289810,normal range,3
110221590,normal range,3
110251763,normal range,3
110242579,normal range,3
110246520,normal range,3
110275379,normal range,4
110280629,normal range,3
110281942,normal range,3
110253088,normal range,3
110278006,normal range,3
110291130,normal range,3
110310815,wet,3
110243904,normal range,4
110249147,wet,3
110270141,wet,3
110288511,wet,4
110260953,normal range,2
110267514,normal range,3
110234715,normal range,3
110275386,normal range,3
110271449,normal range,3
110264899,normal range,4
110267520,normal range,3
110253085,normal range,3
110316069,normal range,4
110316070,normal range,4
110229469,normal range,2
110268835,normal range,3
110274081,normal range,3
110288517,wet,3
110302950,normal range,3
110215042,normal range,2
110237344,wet,3
110334437,normal range,4
110287202,wet,3
110301631,normal range,3
110278018,wet,3
110302953,normal range,4
110271464,normal range,3
110297707,normal range,3
110239978,normal range,3
110239972,normal range,3
110268840,normal range,3
110238663,normal range,3
110274092,wet,4
110300322,normal range,3
110237352,normal range,3
110284580,normal range,4
110284589,normal range,3
110291141,normal range,3
110241296,normal range,3
110246538,normal range,3
110288524,extremely wet,3
110267535,normal range,3
110291142,extremely wet,3
110317381,wet,3
110272782,normal range,3
110222928,wet,3
110249166,normal range,3
110245231,wet,4
110260977,wet,4
110250481,normal range,3
110283275,normal range,3
110260976,wet,3
110266222,normal range,3
110318699,wet,3
110257045,normal range,3
110229495,normal range,3
110220311,wet,2
110267534,normal range,4
110213751,wet,3
110220307,normal range,3
110239993,wet,3
110242611,normal range,3
110258352,normal range,3
110263605,wet,4
110278038,normal range,4
110257051,wet,3
110274100,normal range,3
110247865,normal range,4
110270168,normal range,3
110234745,normal range,4
110260982,normal range,3
110281972,normal range,4
110242618,normal range,3
110276735,normal range,4
110271480,normal range,3
110221626,normal range,3
110313473,normal range,3
110246554,normal range,4
110251809,normal range,3
110263613,normal range,3
110209817,normal range,3
110251810,normal range,3
110295106,normal range,4
110263610,wet,3
110292477,normal range,3
110243931,wet,3
110270179,normal range,3
110288545,normal range,4
110272803,normal range,2
110266246,normal range,3
110280671,normal range,3
110253123,wet,3
110275428,normal range,3
110284605,normal range,3
110272806,normal range,3
110209829,normal range,4
110233446,normal range,3
110284608,wet,4
110293802,normal range,3
110247875,wet,3
110279363,wet,4
110299050,normal range,3
110274114,normal range,3
110258372,wet,3
110220325,normal range,4
110226885,normal range,3
110254446,normal range,3
110229512,normal range,3
110237382,normal range,3
110259692,normal range,3
110259691,normal range,3
110262317,normal range,3
110300364,wet,5
110321352,normal range,3
110254438,wet,3
110314788,normal range,3
110289865,normal range,3
110254445,normal range,3
110216389,wet,3
110236079,normal range,2
110238700,wet,3
110266249,wet,2
110304297,normal range,3
110278054,wet,3
110304300,normal range,3
110304302,normal range,3
110329228,normal range,3
110268878,wet,4
110275431,wet,3
110321353,normal range,4
110281992,normal range,4
110293804,wet,3
110262321,wet,4
110263631,normal range,3
110266258,normal range,3
110276752,normal range,4
110314806,normal range,3
110299062,normal range,3
110296432,wet,4
110295129,normal range,4
110276761,normal range,4
110275439,normal range,4
110249205,normal range,4
110259700,normal range,3
110246575,wet,3
110295128,normal range,3
110279383,normal range,4
110259706,normal range,3
110245271,normal range,3
110267571,normal range,4
110274130,normal range,4
110249208,extremely wet,3
110266261,normal range,3
110238715,wet,3
110285947,normal range,3
110224283,wet,3
110209853,wet,3
110254460,wet,3
110266265,normal range,3
110242652,normal range,4
110222973,wet,4
110226909,wet,3
110215104,normal range,3
110241338,normal range,2
110198051,wet,4
110175744,normal range,3
110234785,wet,3
110289884,wet,4
110215108,normal range,3
110225607,normal range,3
110236098,normal range,4
110232163,normal range,3
110225602,normal range,3
110201988,wet,3
110204615,normal range,3
110209864,wet,3
110212483,normal range,3
110221671,normal range,3
110216425,normal range,4
110219049,normal range,3
110246601,wet,3
110238729,wet,3
110204619,normal range,3
110208560,wet,3
110208554,normal range,3
110181002,normal range,3
110208556,normal range,3
110221676,normal range,3
110208548,wet,3
110232172,normal range,4
110188877,wet,3
110194128,wet,3
110221679,normal range,4
110207245,wet,3
110192813,normal range,3
110234801,normal range,3
110219057,wet,3
110177077,normal range,3
110179701,normal range,3
110174453,normal range,3
110225617,normal range,3
110174448,normal range,3
110141658,normal range,3
110142969,normal range,3
110177079,normal range,3
110161333,wet,2
110187575,normal range,3
110170518,normal range,3
110137722,normal range,3
110128538,normal range,3
110154775,normal range,3
110178398,normal range,3
110177084,wet,3
110195451,wet,3
110167902,normal range,3
110145600,wet,3
110194141,normal range,3
110136417,normal range,3
110142977,wet,3
110128545,wet,3
110167900,normal range,3
110149536,wet,3
110123301,wet,3
110100999,normal range,4
110099687,normal range,2
110139046,wet,3
110098379,normal range,3
110108874,normal range,4
110087885,wet,3
110091821,normal range,3
110104942,normal range,3
110090510,normal range,4
110082640,normal range,3
110078706,normal range,3
110095759,wet,4
110090520,extremely wet,3
110080025,wet,3
110081336,wet,3
110334217,normal range,3
110290933,normal range,4
110309303,normal range,4
110317177,normal range,4
110275193,normal range,3
110331611,wet,3
110328990,normal range,4
110326369,normal range,4
110376227,wet,4
110374912,normal range,3
110380163,normal range,4
110336864,normal range,3
110426088,normal range,4
110524489,normal range,4
110351303,normal range,3
110436584,normal range,3
110502186,normal range,3
110389352,normal range,3
110487753,normal range,3
110440522,normal range,3
110532362,normal range,4
110538922,normal range,4
110437901,wet,3
110454954,normal range,4
110460203,normal range,4
110504812,normal range,3
110449706,normal range,4
110427407,normal range,3
110490378,normal range,3
110485132,normal range,3
110458893,wet,4
110435271,normal range,3
110460207,normal range,3
110460210,normal range,4
110380174,normal range,3
110445778,normal range,3
110449715,normal range,4
110432654,normal range,4
110544172,normal range,4
110470701,wet,4
110433971,normal range,3
110444463,normal range,3
110456274,wet,3
110457592,normal range,3
110486457,normal range,3
110473331,wet,4
110414289,normal range,3
110437907,wet,2
110479898,wet,4
110454971,normal range,3
110423480,normal range,4
110482517,normal range,4
110451039,wet,4
110444476,wet,3
110478589,wet,4
110381496,normal range,3
110454966,wet,3
110441847,wet,3
110472022,normal range,4
110452342,normal range,3
110498265,normal range,3
110409048,normal range,3
110460215,wet,3
110415616,normal range,3
110483837,normal range,3
110482532,normal range,3
110403805,normal range,3
